"trade_date","entry_time","entry_et","side","entry_price","target_price","stop_price","execution_type","effective_fill_time","total_event_size","event_count_delta","slippage_ticks_rt","outcome","exit_time","net_pnl_usd","or_high","or_low","or_location","time_zone","running_daily_pnl","consecutive_losses","v6_2_running_pnl","v6_2_running_peak","v6_2_drawdown_from_peak"
"2025-10-13","2025-10-13 17:53:54.300","2025-10-13 13:53:54.300","SHORT",24909.5,24899.5,24914.5,"LIMIT","2025-10-13 17:53:54.300",121,-5,4,"STOP","2025-10-13 17:54:48.100",-120.7,24838.5,24741.5,"ABOVE_OR","NORMAL",-120.7,1,-2659.499999999996,676.1000000000001,-3335.599999999996
"2025-10-13","2025-10-13 17:55:18.400","2025-10-13 13:55:18.400","SHORT",24910.5,24900.5,24915.5,"LIMIT","2025-10-13 17:55:18.400",79,-37,3,"TARGET","2025-10-13 17:55:38.800",184.3,24838.5,24741.5,"ABOVE_OR","NORMAL",63.60000000000001,1,-2475.1999999999957,676.1000000000001,-3151.2999999999956
"2025-10-14","2025-10-14 14:45:19.400","2025-10-14 10:45:19.400","LONG",24731.75,24741.75,24726.75,"LIMIT","2025-10-14 14:45:19.400",194,8,4,"STOP","2025-10-14 14:45:30.200",-120.7,24609,24433.5,"ABOVE_OR","NORMAL",-120.7,1,-2595.8999999999955,676.1000000000001,-3271.9999999999955
"2025-10-14","2025-10-14 14:45:40.300","2025-10-14 10:45:40.300","LONG",24725.5,24735.5,24720.5,"LIMIT","2025-10-14 14:45:40.300",234,18,6,"TARGET","2025-10-14 14:46:15.300",169.3,24609,24433.5,"ABOVE_OR","NORMAL",48.60000000000001,1,-2426.5999999999954,676.1000000000001,-3102.6999999999953
"2025-10-14","2025-10-14 17:47:52.400","2025-10-14 13:47:52.400","SHORT",24920.75,24910.75,24925.75,"LIMIT","2025-10-14 17:47:52.400",167,-14,4,"STOP","2025-10-14 17:48:02.900",-120.7,24609,24433.5,"ABOVE_OR","NORMAL",-72.1,2,-2547.299999999995,676.1000000000001,-3223.399999999995
"2025-10-14","2025-10-14 17:48:16.400","2025-10-14 13:48:16.400","SHORT",24920.25,24910.25,24925.25,"LIMIT","2025-10-14 17:48:16.400",112,-13,4,"STOP","2025-10-14 17:50:30.900",-120.7,24609,24433.5,"ABOVE_OR","NORMAL",-192.8,3,-2667.999999999995,676.1000000000001,-3344.099999999995
"2025-10-14","2025-10-14 17:54:06.400","2025-10-14 13:54:06.400","SHORT",24903.75,24893.75,24908.75,"LIMIT","2025-10-14 17:54:06.400",79,-19,3,"STOP","2025-10-14 17:54:38.400",-115.7,24609,24433.5,"ABOVE_OR","NORMAL",-308.5,4,-2783.699999999995,676.1000000000001,-3459.7999999999947
"2025-10-14","2025-10-14 18:51:17.400","2025-10-14 14:51:17.400","SHORT",24914.5,24904.5,24919.5,"LIMIT","2025-10-14 18:51:17.400",149,-67,4,"STOP","2025-10-14 18:51:54.400",-120.7,24609,24433.5,"ABOVE_OR","NORMAL",-429.2,5,-2904.3999999999946,676.1000000000001,-3580.4999999999945
"2025-10-14","2025-10-14 18:56:01.300","2025-10-14 14:56:01.300","LONG",24906,24916,24901,"LIMIT","2025-10-14 18:56:01.300",136,1,4,"STOP","2025-10-14 18:56:09.800",-120.7,24609,24433.5,"ABOVE_OR","NORMAL",-549.9,6,-3025.0999999999945,676.1000000000001,-3701.1999999999944
"2025-10-14","2025-10-14 18:56:39.800","2025-10-14 14:56:39.800","SHORT",24893,24883,24898,"LIMIT","2025-10-14 18:56:39.800",169,-34,4,"STOP","2025-10-14 18:57:01.800",-120.7,24609,24433.5,"ABOVE_OR","NORMAL",-670.6,7,-3145.7999999999943,676.1000000000001,-3821.899999999994
"2025-10-14","2025-10-14 18:58:20.400","2025-10-14 14:58:20.400","LONG",24896.75,24906.75,24891.75,"LIMIT","2025-10-14 18:58:20.400",222,-8,6,"TARGET","2025-10-14 19:00:05.300",169.3,24609,24433.5,"ABOVE_OR","NORMAL",-501.3,7,-2976.499999999994,676.1000000000001,-3652.599999999994
"2025-10-15","2025-10-15 13:47:01.500","2025-10-15 09:47:01.500","SHORT",24950.5,24940.5,24955.5,"LIMIT","2025-10-15 13:47:01.500",83,-36,3,"STOP","2025-10-15 13:47:04.700",-115.7,24984.25,24934.25,"INSIDE_OR","POST_OPEN",-115.7,1,-3092.199999999994,676.1000000000001,-3768.299999999994
"2025-10-15","2025-10-15 13:53:55.800","2025-10-15 09:53:55.800","LONG",24981.25,24991.25,24976.25,"LIMIT","2025-10-15 13:53:55.800",63,11,3,"STOP","2025-10-15 13:54:48.000",-115.7,24984.25,24934.25,"INSIDE_OR","POST_OPEN",-231.4,2,-3207.8999999999937,676.1000000000001,-3883.9999999999936
"2025-10-15","2025-10-15 13:55:38.400","2025-10-15 09:55:38.400","SHORT",24991.75,24981.75,24996.75,"LIMIT","2025-10-15 13:55:38.400",137,-25,4,"STOP","2025-10-15 13:55:52.700",-120.7,24984.25,24934.25,"ABOVE_OR","POST_OPEN",-352.1,3,-3328.5999999999935,676.1000000000001,-4004.6999999999935
"2025-10-15","2025-10-15 14:52:58.400","2025-10-15 10:52:58.400","LONG",25085.75,25095.75,25080.75,"LIMIT","2025-10-15 14:52:58.400",136,-2,4,"TARGET","2025-10-15 14:57:51.900",179.3,24984.25,24934.25,"ABOVE_OR","NORMAL",-172.8,3,-3149.2999999999934,676.1000000000001,-3825.3999999999933
"2025-10-15","2025-10-15 17:46:16.400","2025-10-15 13:46:16.400","SHORT",24863.75,24853.75,24868.75,"LIMIT","2025-10-15 17:46:16.400",82,-36,3,"TARGET","2025-10-15 17:46:47.600",184.3,24984.25,24934.25,"BELOW_OR","NORMAL",11.5,3,-2964.999999999993,676.1000000000001,-3641.099999999993
"2025-10-15","2025-10-15 17:57:27.800","2025-10-15 13:57:27.800","LONG",24888.5,24898.5,24883.5,"LIMIT","2025-10-15 17:57:27.800",96,-6,3,"TARGET","2025-10-15 17:58:27.100",184.3,24984.25,24934.25,"BELOW_OR","NORMAL",195.8,3,-2780.699999999993,676.1000000000001,-3456.799999999993
"2025-10-15","2025-10-15 18:54:37.300","2025-10-15 14:54:37.300","LONG",24944.75,24954.75,24939.75,"LIMIT","2025-10-15 18:54:37.300",68,8,3,"STOP","2025-10-15 18:55:39.500",-115.7,24984.25,24934.25,"INSIDE_OR","NORMAL",80.10000000000001,4,-2896.399999999993,676.1000000000001,-3572.4999999999927
"2025-10-15","2025-10-15 18:56:02.800","2025-10-15 14:56:02.800","SHORT",24944.5,24934.5,24949.5,"LIMIT","2025-10-15 18:56:02.800",157,-7,4,"STOP","2025-10-15 18:56:34.300",-120.7,24984.25,24934.25,"INSIDE_OR","NORMAL",-40.599999999999994,5,-3017.0999999999926,676.1000000000001,-3693.1999999999925
"2025-10-15","2025-10-15 18:56:48.200","2025-10-15 14:56:48.200","LONG",24953.75,24963.75,24948.75,"LIMIT","2025-10-15 18:56:48.200",67,6,3,"STOP","2025-10-15 18:58:16.200",-115.7,24984.25,24934.25,"INSIDE_OR","NORMAL",-156.3,6,-3132.7999999999925,676.1000000000001,-3808.8999999999924
"2025-10-15","2025-10-15 18:59:20.300","2025-10-15 14:59:20.300","SHORT",24957.25,24947.25,24962.25,"LIMIT","2025-10-15 18:59:20.300",88,-7,3,"TARGET","2025-10-15 19:00:24.400",184.3,24984.25,24934.25,"INSIDE_OR","NORMAL",28,6,-2948.4999999999923,676.1000000000001,-3624.599999999992
"2025-10-16","2025-10-16 14:48:52.200","2025-10-16 10:48:52.200","SHORT",25144.25,25134.25,25149.25,"LIMIT","2025-10-16 14:48:52.200",83,-15,3,"TARGET","2025-10-16 14:49:11.300",184.3,25092.75,25042.25,"ABOVE_OR","NORMAL",184.3,0,-2764.199999999992,676.1000000000001,-3440.299999999992
"2025-10-16","2025-10-16 17:52:46.800","2025-10-16 13:52:46.800","SHORT",24848.75,24838.75,24853.75,"LIMIT","2025-10-16 17:52:46.800",88,3,3,"TARGET","2025-10-16 17:53:32.700",184.3,25092.75,25042.25,"BELOW_OR","NORMAL",368.6,0,-2579.899999999992,676.1000000000001,-3255.999999999992
"2025-10-16","2025-10-16 17:53:58.800","2025-10-16 13:53:58.800","SHORT",24832.25,24822.25,24837.25,"LIMIT","2025-10-16 17:53:58.800",141,-19,4,"STOP","2025-10-16 17:54:19.000",-120.7,25092.75,25042.25,"BELOW_OR","NORMAL",247.90000000000003,1,-2700.5999999999917,676.1000000000001,-3376.6999999999916
"2025-10-16","2025-10-16 17:56:21.300","2025-10-16 13:56:21.300","SHORT",24849,24839,24854,"LIMIT","2025-10-16 17:56:21.300",91,-21,3,"STOP","2025-10-16 17:56:40.700",-115.7,25092.75,25042.25,"BELOW_OR","NORMAL",132.20000000000005,2,-2816.2999999999915,676.1000000000001,-3492.3999999999915
"2025-10-16","2025-10-16 18:54:23.600","2025-10-16 14:54:23.600","SHORT",24782.75,24772.75,24787.75,"LIMIT","2025-10-16 18:54:23.600",119,2,4,"STOP","2025-10-16 18:54:44.200",-120.7,25092.75,25042.25,"BELOW_OR","NORMAL",11.500000000000043,3,-2936.9999999999914,676.1000000000001,-3613.0999999999913
"2025-10-17","2025-10-17 14:58:37.000","2025-10-17 10:58:37.000","LONG",24757.25,24767.25,24752.25,"LIMIT","2025-10-17 14:58:37.000",127,64,4,"TARGET","2025-10-17 14:58:53.600",179.3,24803,24685.5,"INSIDE_OR","NORMAL",179.3,0,-2757.699999999991,676.1000000000001,-3433.799999999991
"2025-10-17","2025-10-17 17:56:42.400","2025-10-17 13:56:42.400","LONG",24927.5,24937.5,24922.5,"LIMIT","2025-10-17 17:56:42.400",122,16,4,"TARGET","2025-10-17 17:57:14.600",179.3,24803,24685.5,"ABOVE_OR","NORMAL",358.6,0,-2578.399999999991,676.1000000000001,-3254.499999999991
"2025-10-17","2025-10-17 17:59:02.100","2025-10-17 13:59:02.100","SHORT",24931,24921,24936,"LIMIT","2025-10-17 17:59:02.100",281,-12,6,"STOP","2025-10-17 17:59:22.700",-130.7,24803,24685.5,"ABOVE_OR","NORMAL",227.90000000000003,1,-2709.099999999991,676.1000000000001,-3385.1999999999907
"2025-10-17","2025-10-17 18:45:03.300","2025-10-17 14:45:03.300","SHORT",24990.25,24980.25,24995.25,"LIMIT","2025-10-17 18:45:03.300",107,2,4,"STOP","2025-10-17 18:45:20.100",-120.7,24803,24685.5,"ABOVE_OR","NORMAL",107.20000000000003,2,-2829.7999999999906,676.1000000000001,-3505.8999999999905
"2025-10-17","2025-10-17 18:47:55.900","2025-10-17 14:47:55.900","SHORT",24985.25,24975.25,24990.25,"LIMIT","2025-10-17 18:47:55.900",122,-7,4,"STOP","2025-10-17 18:49:11.500",-120.7,24803,24685.5,"ABOVE_OR","NORMAL",-13.499999999999972,3,-2950.4999999999905,676.1000000000001,-3626.5999999999904
"2025-10-17","2025-10-17 18:50:10.300","2025-10-17 14:50:10.300","SHORT",24992,24982,24997,"LIMIT","2025-10-17 18:50:10.300",103,1,4,"STOP","2025-10-17 18:50:24.100",-120.7,24803,24685.5,"ABOVE_OR","NORMAL",-134.2,4,-3071.1999999999903,676.1000000000001,-3747.29999999999
"2025-10-17","2025-10-17 18:51:41.200","2025-10-17 14:51:41.200","SHORT",24991.75,24981.75,24996.75,"LIMIT","2025-10-17 18:51:41.200",110,-3,4,"TARGET","2025-10-17 18:52:13.200",179.3,24803,24685.5,"ABOVE_OR","NORMAL",45.10000000000002,4,-2891.89999999999,676.1000000000001,-3567.99999999999
"2025-10-17","2025-10-17 18:54:48.600","2025-10-17 14:54:48.600","SHORT",24990.25,24980.25,24995.25,"LIMIT","2025-10-17 18:54:48.600",133,-21,4,"STOP","2025-10-17 18:55:44.800",-120.7,24803,24685.5,"ABOVE_OR","NORMAL",-75.59999999999998,5,-3012.59999999999,676.1000000000001,-3688.69999999999
"2025-10-17","2025-10-17 18:57:13.800","2025-10-17 14:57:13.800","SHORT",24990.25,24980.25,24995.25,"LIMIT","2025-10-17 18:57:13.800",85,-16,3,"STOP","2025-10-17 18:57:24.200",-115.7,24803,24685.5,"ABOVE_OR","NORMAL",-191.29999999999998,6,-3128.2999999999897,676.1000000000001,-3804.3999999999896
"2025-10-17","2025-10-17 18:59:17.900","2025-10-17 14:59:17.900","SHORT",24996.25,24986.25,25001.25,"LIMIT","2025-10-17 18:59:17.900",151,-4,4,"STOP","2025-10-17 18:59:30.700",-120.7,24803,24685.5,"ABOVE_OR","NORMAL",-312,7,-3248.9999999999895,676.1000000000001,-3925.0999999999894
"2025-10-17","2025-10-17 18:59:36.500","2025-10-17 14:59:36.500","SHORT",24995.75,24985.75,25000.75,"LIMIT","2025-10-17 18:59:36.500",110,-4,4,"STOP","2025-10-17 19:00:07.400",-120.7,24803,24685.5,"ABOVE_OR","NORMAL",-432.7,8,-3369.6999999999894,676.1000000000001,-4045.7999999999893
"2025-10-20","2025-10-20 13:47:03.400","2025-10-20 09:47:03.400","SHORT",25206,25196,25211,"LIMIT","2025-10-20 13:47:03.400",135,-14,4,"STOP","2025-10-20 13:47:43.900",-120.7,25222.5,25171.25,"INSIDE_OR","POST_OPEN",-120.7,1,-3490.399999999989,676.1000000000001,-4166.499999999989
"2025-10-20","2025-10-20 13:53:12.400","2025-10-20 09:53:12.400","SHORT",25221.5,25211.5,25226.5,"LIMIT","2025-10-20 13:53:12.400",340,-31,6,"STOP","2025-10-20 13:53:29.400",-130.7,25222.5,25171.25,"INSIDE_OR","POST_OPEN",-251.39999999999998,2,-3621.099999999989,676.1000000000001,-4297.199999999989
"2025-10-20","2025-10-20 13:58:50.200","2025-10-20 09:58:50.200","SHORT",25219.25,25209.25,25224.25,"LIMIT","2025-10-20 13:58:50.200",179,-11,4,"STOP","2025-10-20 13:59:04.200",-120.7,25222.5,25171.25,"INSIDE_OR","POST_OPEN",-372.09999999999997,3,-3741.799999999989,676.1000000000001,-4417.899999999989
"2025-10-20","2025-10-20 14:47:32.100","2025-10-20 10:47:32.100","SHORT",25304.5,25294.5,25309.5,"LIMIT","2025-10-20 14:47:32.100",119,-4,4,"STOP","2025-10-20 14:49:38.400",-120.7,25222.5,25171.25,"ABOVE_OR","NORMAL",-492.79999999999995,4,-3862.4999999999886,676.1000000000001,-4538.5999999999885
"2025-10-20","2025-10-20 14:57:33.700","2025-10-20 10:57:33.700","SHORT",25315,25305,25320,"LIMIT","2025-10-20 14:57:33.700",126,-2,4,"TARGET","2025-10-20 15:00:41.900",179.3,25222.5,25171.25,"ABOVE_OR","NORMAL",-313.49999999999994,4,-3683.1999999999884,676.1000000000001,-4359.299999999988
"2025-10-20","2025-10-20 17:49:13.200","2025-10-20 13:49:13.200","LONG",25352,25362,25347,"LIMIT","2025-10-20 17:49:13.200",76,-1,3,"TARGET","2025-10-20 17:49:19.600",184.3,25222.5,25171.25,"ABOVE_OR","NORMAL",-129.19999999999993,4,-3498.8999999999883,676.1000000000001,-4174.999999999988
"2025-10-20","2025-10-20 17:49:31.400","2025-10-20 13:49:31.400","SHORT",25352.25,25342.25,25357.25,"MARKET","2025-10-20 17:49:31.400",582,10,8,"STOP","2025-10-20 17:50:19.800",-140.7,25222.5,25171.25,"ABOVE_OR","NORMAL",-269.8999999999999,5,-3639.599999999988,676.1000000000001,-4315.699999999988
"2025-10-20","2025-10-20 17:56:20.500","2025-10-20 13:56:20.500","SHORT",25336.75,25326.75,25341.75,"LIMIT","2025-10-20 17:56:20.500",196,-3,4,"STOP","2025-10-20 17:56:26.300",-120.7,25222.5,25171.25,"ABOVE_OR","NORMAL",-390.5999999999999,6,-3760.299999999988,676.1000000000001,-4436.399999999988
"2025-10-20","2025-10-20 17:58:28.100","2025-10-20 13:58:28.100","SHORT",25333.25,25323.25,25338.25,"LIMIT","2025-10-20 17:58:28.100",70,-4,3,"STOP","2025-10-20 17:58:41.700",-115.7,25222.5,25171.25,"ABOVE_OR","NORMAL",-506.2999999999999,7,-3875.9999999999877,676.1000000000001,-4552.099999999988
"2025-10-20","2025-10-20 17:59:49.900","2025-10-20 13:59:49.900","LONG",25336.25,25346.25,25331.25,"LIMIT","2025-10-20 17:59:49.900",106,-1,4,"TARGET","2025-10-20 18:00:12.000",179.3,25222.5,25171.25,"ABOVE_OR","NORMAL",-326.9999999999999,7,-3696.6999999999875,676.1000000000001,-4372.799999999987
"2025-10-20","2025-10-20 18:45:17.200","2025-10-20 14:45:17.200","LONG",25318.5,25328.5,25313.5,"LIMIT","2025-10-20 18:45:17.200",206,3,6,"STOP","2025-10-20 18:46:53.900",-130.7,25222.5,25171.25,"ABOVE_OR","NORMAL",-457.6999999999999,8,-3827.3999999999874,676.1000000000001,-4503.499999999987
"2025-10-20","2025-10-20 18:49:24.600","2025-10-20 14:49:24.600","LONG",25312.75,25322.75,25307.75,"LIMIT","2025-10-20 18:49:24.600",86,8,3,"TARGET","2025-10-20 18:50:56.600",184.3,25222.5,25171.25,"ABOVE_OR","NORMAL",-273.39999999999986,8,-3643.099999999987,676.1000000000001,-4319.199999999987
"2025-10-20","2025-10-20 18:52:00.300","2025-10-20 14:52:00.300","SHORT",25314,25304,25319,"LIMIT","2025-10-20 18:52:00.300",106,-5,4,"STOP","2025-10-20 18:52:32.300",-120.7,25222.5,25171.25,"ABOVE_OR","NORMAL",-394.09999999999985,9,-3763.799999999987,676.1000000000001,-4439.899999999987
"2025-10-20","2025-10-20 18:57:01.600","2025-10-20 14:57:01.600","LONG",25326.5,25336.5,25321.5,"LIMIT","2025-10-20 18:57:01.600",104,3,4,"TARGET","2025-10-20 18:57:23.500",179.3,25222.5,25171.25,"ABOVE_OR","NORMAL",-214.79999999999984,9,-3584.499999999987,676.1000000000001,-4260.599999999987
"2025-10-20","2025-10-20 18:58:59.200","2025-10-20 14:58:59.200","SHORT",25332,25322,25337,"LIMIT","2025-10-20 18:58:59.200",77,-33,3,"STOP","2025-10-20 18:59:08.900",-115.7,25222.5,25171.25,"ABOVE_OR","NORMAL",-330.49999999999983,10,-3700.1999999999866,676.1000000000001,-4376.2999999999865
"2025-10-21","2025-10-21 13:53:11.700","2025-10-21 09:53:11.700","LONG",25266,25276,25261,"LIMIT","2025-10-21 13:53:11.700",84,54,3,"STOP","2025-10-21 13:53:57.400",-115.7,25303.5,25238.75,"INSIDE_OR","POST_OPEN",-115.7,1,-3815.8999999999864,676.1000000000001,-4491.999999999986
"2025-10-21","2025-10-21 13:58:00.500","2025-10-21 09:58:00.500","LONG",25223.25,25233.25,25218.25,"LIMIT","2025-10-21 13:58:00.500",186,24,4,"TARGET","2025-10-21 13:58:49.600",179.3,25303.5,25238.75,"BELOW_OR","POST_OPEN",63.60000000000001,1,-3636.5999999999863,676.1000000000001,-4312.699999999986
"2025-10-21","2025-10-21 13:59:45.600","2025-10-21 09:59:45.600","SHORT",25230.75,25220.75,25235.75,"LIMIT","2025-10-21 13:59:45.600",206,10,6,"STOP","2025-10-21 14:00:06.500",-130.7,25303.5,25238.75,"BELOW_OR","POST_OPEN",-67.09999999999998,2,-3767.299999999986,676.1000000000001,-4443.399999999986
"2025-10-21","2025-10-21 14:47:44.800","2025-10-21 10:47:44.800","SHORT",25246,25236,25251,"LIMIT","2025-10-21 14:47:44.800",83,-12,3,"STOP","2025-10-21 14:47:56.000",-115.7,25303.5,25238.75,"INSIDE_OR","NORMAL",-182.79999999999998,3,-3882.999999999986,676.1000000000001,-4559.099999999986
"2025-10-21","2025-10-21 14:49:49.800","2025-10-21 10:49:49.800","LONG",25258.5,25268.5,25253.5,"LIMIT","2025-10-21 14:49:49.800",127,12,4,"TARGET","2025-10-21 14:52:20.600",179.3,25303.5,25238.75,"INSIDE_OR","NORMAL",-3.4999999999999716,3,-3703.6999999999857,676.1000000000001,-4379.799999999986
"2025-10-21","2025-10-21 14:52:20.600","2025-10-21 10:52:20.600","LONG",25510,25520,25505,"LIMIT","2025-10-21 14:52:20.600",87,6,3,"STOP","2025-10-21 14:52:20.800",-115.7,25303.5,25238.75,"ABOVE_OR","NORMAL",-119.19999999999997,4,-3819.3999999999855,676.1000000000001,-4495.499999999985
"2025-10-21","2025-10-21 14:52:44.700","2025-10-21 10:52:44.700","LONG",25266.25,25276.25,25261.25,"LIMIT","2025-10-21 14:52:44.700",106,2,4,"TARGET","2025-10-21 14:53:25.900",179.3,25303.5,25238.75,"INSIDE_OR","NORMAL",60.10000000000004,4,-3640.0999999999854,676.1000000000001,-4316.199999999985
"2025-10-21","2025-10-21 14:54:23.100","2025-10-21 10:54:23.100","LONG",25277.5,25287.5,25272.5,"LIMIT","2025-10-21 14:54:23.100",101,1,4,"TARGET","2025-10-21 14:55:34.500",179.3,25303.5,25238.75,"INSIDE_OR","NORMAL",239.40000000000003,4,-3460.799999999985,676.1000000000001,-4136.899999999985
"2025-10-21","2025-10-21 14:55:50.900","2025-10-21 10:55:50.900","LONG",25291.25,25301.25,25286.25,"LIMIT","2025-10-21 14:55:50.900",99,22,3,"STOP","2025-10-21 14:56:21.700",-115.7,25303.5,25238.75,"INSIDE_OR","NORMAL",123.70000000000003,5,-3576.499999999985,676.1000000000001,-4252.599999999985
"2025-10-21","2025-10-21 14:59:11.700","2025-10-21 10:59:11.700","SHORT",25296,25286,25301,"LIMIT","2025-10-21 14:59:11.700",244,-12,6,"STOP","2025-10-21 15:00:14.000",-130.7,25303.5,25238.75,"INSIDE_OR","NORMAL",-6.999999999999957,6,-3707.199999999985,676.1000000000001,-4383.299999999985
"2025-10-21","2025-10-21 17:56:12.400","2025-10-21 13:56:12.400","SHORT",25312.25,25302.25,25317.25,"LIMIT","2025-10-21 17:56:12.400",62,-2,3,"STOP","2025-10-21 17:58:16.600",-115.7,25303.5,25238.75,"ABOVE_OR","NORMAL",-122.69999999999996,7,-3822.8999999999846,676.1000000000001,-4498.9999999999845
"2025-10-21","2025-10-21 18:51:20.800","2025-10-21 14:51:20.800","LONG",25315.25,25325.25,25310.25,"LIMIT","2025-10-21 18:51:20.800",125,2,4,"TARGET","2025-10-21 18:51:34.600",179.3,25303.5,25238.75,"ABOVE_OR","NORMAL",56.60000000000005,7,-3643.5999999999844,676.1000000000001,-4319.699999999984
"2025-10-22","2025-10-22 13:45:55.300","2025-10-22 09:45:55.300","SHORT",25259.5,25249.5,25264.5,"LIMIT","2025-10-22 13:45:55.300",87,-34,3,"TARGET","2025-10-22 13:46:34.400",184.3,25261,25176,"INSIDE_OR","POST_OPEN",184.3,0,-3459.2999999999843,676.1000000000001,-4135.399999999984
"2025-10-22","2025-10-22 13:53:38.700","2025-10-22 09:53:38.700","SHORT",25275.25,25265.25,25280.25,"LIMIT","2025-10-22 13:53:38.700",123,0,4,"STOP","2025-10-22 13:54:19.500",-120.7,25261,25176,"ABOVE_OR","POST_OPEN",63.60000000000001,1,-3579.999999999984,676.1000000000001,-4256.099999999984
"2025-10-22","2025-10-22 17:46:10.400","2025-10-22 13:46:10.400","SHORT",24838,24828,24843,"LIMIT","2025-10-22 17:46:10.400",83,-25,3,"STOP","2025-10-22 17:46:19.800",-115.7,25261,25176,"BELOW_OR","NORMAL",-52.099999999999994,2,-3695.699999999984,676.1000000000001,-4371.799999999984
"2025-10-22","2025-10-22 18:57:56.400","2025-10-22 14:57:56.400","LONG",24946.25,24956.25,24941.25,"LIMIT","2025-10-22 18:57:56.400",89,3,3,"TARGET","2025-10-22 18:59:37.200",184.3,25261,25176,"BELOW_OR","NORMAL",132.20000000000002,2,-3511.3999999999837,676.1000000000001,-4187.499999999984
