param_name,trigger_model,trade_side,setup_family,wall_side,delta_flip_pattern,orb_position,time_bucket,atr_regime,session_extreme_location,trades,win_rate,gross_expectancy_ticks,net_expectancy_ticks,avg_hold_seconds,avg_mfe_ticks,avg_mae_ticks,stops,vwap_targets,orb_targets,opposite_exits,timeouts
S24_VWAP_ORB_NOOPP_BE20p4_T15m,CONFIRM_6T_PULLBACK,LONG,BREAK,ASK,SELL_TO_BUY_FLIP,BELOW_OR_LOW,PM_DRIFT,NORMAL_VOL,MID_SESSION_RANGE,143,0.02097902097902098,-14.048951048951048,-19.44895104895105,105.90360165034964,20.006993006993007,18.272727272727273,140,0,0,0,3
S24_VWAP_ORB_NOOPP_BE20p4_T15m,CONFIRM_8T_PULLBACK,LONG,BREAK,ASK,SELL_TO_BUY_FLIP,BELOW_OR_LOW,PM_DRIFT,NORMAL_VOL,MID_SESSION_RANGE,137,0.021897810218978103,-14.656934306569344,-20.056934306569342,98.60822189781022,17.613138686131386,19.116788321167885,134,0,0,0,3
S16_VWAP_ORB_OPP_BE12p1_T10m,CONFIRM_6T_PULLBACK,SHORT,BREAK,BID,BUY_TO_SELL_FLIP,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,138,0.0,-294.72610584481276,-300.12610584481274,-0.3667457391304348,1.565217391304348,1.434782608695652,2,136,0,0,0
S16_VWAP_ORB_OPP_BE12p1_T10m,CONFIRM_8T_PULLBACK,SHORT,BREAK,BID,BUY_TO_SELL_FLIP,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,136,0.0,-297.4632978567338,-302.8632978567337,-0.339668544117647,1.5588235294117647,1.8088235294117647,1,135,0,0,0
S16_VWAP_ORB_OPP_BE12p1_T10m,CONFIRM_6T_PULLBACK,SHORT,REJECTION,ASK,BUY_TO_SELL_FLIP,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,166,0.0,-297.6659092171005,-303.06590921710045,-0.38116709036144575,2.246987951807229,0.8734939759036144,1,165,0,0,0
S20_VWAP_ONLY_BE16p2_T10m,CONFIRM_6T_PULLBACK,SHORT,BREAK,BID,BUY_TO_SELL_FLIP,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,138,0.0,-298.2335817582479,-303.6335817582479,-0.3667457391304348,1.565217391304348,1.434782608695652,0,138,0,0,0
S20_VWAP_ORB_OPP_BE16p2_T10m,CONFIRM_6T_PULLBACK,SHORT,BREAK,BID,BUY_TO_SELL_FLIP,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,138,0.0,-298.2335817582479,-303.6335817582479,-0.3667457391304348,1.565217391304348,1.434782608695652,0,138,0,0,0
S24_VWAP_ORB_NOOPP_BE20p4_T15m,CONFIRM_6T_PULLBACK,SHORT,BREAK,BID,BUY_TO_SELL_FLIP,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,138,0.0,-298.2335817582479,-303.6335817582479,-0.3667457391304348,1.565217391304348,1.434782608695652,0,138,0,0,0
S20_VWAP_ONLY_BE16p2_T10m,CONFIRM_6T_PULLBACK,SHORT,REJECTION,ASK,BUY_TO_SELL_FLIP,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,166,0.0,-299.1207954611182,-304.52079546111815,-0.38116709036144575,2.246987951807229,0.8734939759036144,0,166,0,0,0
S20_VWAP_ORB_OPP_BE16p2_T10m,CONFIRM_6T_PULLBACK,SHORT,REJECTION,ASK,BUY_TO_SELL_FLIP,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,166,0.0,-299.1207954611182,-304.52079546111815,-0.38116709036144575,2.246987951807229,0.8734939759036144,0,166,0,0,0
S24_VWAP_ORB_NOOPP_BE20p4_T15m,CONFIRM_6T_PULLBACK,SHORT,REJECTION,ASK,BUY_TO_SELL_FLIP,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,166,0.0,-299.1207954611182,-304.52079546111815,-0.38116709036144575,2.246987951807229,0.8734939759036144,0,166,0,0,0
S20_VWAP_ONLY_BE16p2_T10m,CONFIRM_8T_PULLBACK,SHORT,BREAK,BID,BUY_TO_SELL_FLIP,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,136,0.0,-299.2464678310495,-304.64646783104945,-0.339668544117647,1.5588235294117647,1.8088235294117647,0,136,0,0,0
S20_VWAP_ORB_OPP_BE16p2_T10m,CONFIRM_8T_PULLBACK,SHORT,BREAK,BID,BUY_TO_SELL_FLIP,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,136,0.0,-299.2464678310495,-304.64646783104945,-0.339668544117647,1.5588235294117647,1.8088235294117647,0,136,0,0,0
S24_VWAP_ORB_NOOPP_BE20p4_T15m,CONFIRM_8T_PULLBACK,SHORT,BREAK,BID,BUY_TO_SELL_FLIP,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,136,0.0,-299.2464678310495,-304.64646783104945,-0.339668544117647,1.5588235294117647,1.8088235294117647,0,136,0,0,0
S16_VWAP_ORB_OPP_BE12p1_T10m,CONFIRM_8T_PULLBACK,SHORT,REJECTION,ASK,BUY_TO_SELL_FLIP,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,165,0.0,-299.59938769915993,-304.99938769915997,-0.36837552727272727,2.3878787878787877,1.0787878787878789,1,164,0,0,0
S20_VWAP_ONLY_BE16p2_T10m,CONFIRM_8T_PULLBACK,SHORT,REJECTION,ASK,BUY_TO_SELL_FLIP,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,165,0.0,-301.06915204162624,-306.4691520416263,-0.36837552727272727,2.3878787878787877,1.0787878787878789,0,165,0,0,0
S20_VWAP_ORB_OPP_BE16p2_T10m,CONFIRM_8T_PULLBACK,SHORT,REJECTION,ASK,BUY_TO_SELL_FLIP,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,165,0.0,-301.06915204162624,-306.4691520416263,-0.36837552727272727,2.3878787878787877,1.0787878787878789,0,165,0,0,0
S24_VWAP_ORB_NOOPP_BE20p4_T15m,CONFIRM_8T_PULLBACK,SHORT,REJECTION,ASK,BUY_TO_SELL_FLIP,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,165,0.0,-301.06915204162624,-306.4691520416263,-0.36837552727272727,2.3878787878787877,1.0787878787878789,0,165,0,0,0
S16_VWAP_ORB_OPP_BE12p1_T10m,CONFIRM_6T_PULLBACK,SHORT,REJECTION,ASK,CONTINUED_SELL,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,218,0.0,-311.1232610910343,-316.52326109103427,-0.40349955504587154,1.665137614678899,1.0779816513761469,0,218,0,0,0
S20_VWAP_ONLY_BE16p2_T10m,CONFIRM_6T_PULLBACK,SHORT,REJECTION,ASK,CONTINUED_SELL,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,218,0.0,-311.1232610910343,-316.52326109103427,-0.40349955504587154,1.665137614678899,1.0779816513761469,0,218,0,0,0
S20_VWAP_ORB_OPP_BE16p2_T10m,CONFIRM_6T_PULLBACK,SHORT,REJECTION,ASK,CONTINUED_SELL,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,218,0.0,-311.1232610910343,-316.52326109103427,-0.40349955504587154,1.665137614678899,1.0779816513761469,0,218,0,0,0
S24_VWAP_ORB_NOOPP_BE20p4_T15m,CONFIRM_6T_PULLBACK,SHORT,REJECTION,ASK,CONTINUED_SELL,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,218,0.0,-311.1232610910343,-316.52326109103427,-0.40349955504587154,1.665137614678899,1.0779816513761469,0,218,0,0,0
S16_VWAP_ORB_OPP_BE12p1_T10m,CONFIRM_8T_PULLBACK,SHORT,REJECTION,ASK,CONTINUED_SELL,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,217,0.0,-312.3806540832578,-317.7806540832578,-0.35479823963133644,1.8018433179723503,1.336405529953917,0,217,0,0,0
S20_VWAP_ONLY_BE16p2_T10m,CONFIRM_8T_PULLBACK,SHORT,REJECTION,ASK,CONTINUED_SELL,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,217,0.0,-312.3806540832578,-317.7806540832578,-0.35479823963133644,1.8018433179723503,1.336405529953917,0,217,0,0,0
S20_VWAP_ORB_OPP_BE16p2_T10m,CONFIRM_8T_PULLBACK,SHORT,REJECTION,ASK,CONTINUED_SELL,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,217,0.0,-312.3806540832578,-317.7806540832578,-0.35479823963133644,1.8018433179723503,1.336405529953917,0,217,0,0,0
S24_VWAP_ORB_NOOPP_BE20p4_T15m,CONFIRM_8T_PULLBACK,SHORT,REJECTION,ASK,CONTINUED_SELL,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,217,0.0,-312.3806540832578,-317.7806540832578,-0.35479823963133644,1.8018433179723503,1.336405529953917,0,217,0,0,0
S16_VWAP_ORB_OPP_BE12p1_T10m,CONFIRM_6T_PULLBACK,SHORT,BREAK,BID,CONTINUED_SELL,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,211,0.0,-315.35882237764156,-320.75882237764154,-0.405224345971564,1.4312796208530805,1.5165876777251184,0,211,0,0,0
S20_VWAP_ONLY_BE16p2_T10m,CONFIRM_6T_PULLBACK,SHORT,BREAK,BID,CONTINUED_SELL,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,211,0.0,-315.35882237764156,-320.75882237764154,-0.405224345971564,1.4312796208530805,1.5165876777251184,0,211,0,0,0
S20_VWAP_ORB_OPP_BE16p2_T10m,CONFIRM_6T_PULLBACK,SHORT,BREAK,BID,CONTINUED_SELL,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,211,0.0,-315.35882237764156,-320.75882237764154,-0.405224345971564,1.4312796208530805,1.5165876777251184,0,211,0,0,0
S24_VWAP_ORB_NOOPP_BE20p4_T15m,CONFIRM_6T_PULLBACK,SHORT,BREAK,BID,CONTINUED_SELL,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,211,0.0,-315.35882237764156,-320.75882237764154,-0.405224345971564,1.4312796208530805,1.5165876777251184,0,211,0,0,0
S16_VWAP_ORB_OPP_BE12p1_T10m,CONFIRM_8T_PULLBACK,SHORT,BREAK,BID,CONTINUED_SELL,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,209,0.0,-316.42209199105616,-321.82209199105614,-0.39976493301435406,1.6555023923444976,1.9521531100478469,0,209,0,0,0
S20_VWAP_ONLY_BE16p2_T10m,CONFIRM_8T_PULLBACK,SHORT,BREAK,BID,CONTINUED_SELL,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,209,0.0,-316.42209199105616,-321.82209199105614,-0.39976493301435406,1.6555023923444976,1.9521531100478469,0,209,0,0,0
S20_VWAP_ORB_OPP_BE16p2_T10m,CONFIRM_8T_PULLBACK,SHORT,BREAK,BID,CONTINUED_SELL,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,209,0.0,-316.42209199105616,-321.82209199105614,-0.39976493301435406,1.6555023923444976,1.9521531100478469,0,209,0,0,0
S24_VWAP_ORB_NOOPP_BE20p4_T15m,CONFIRM_8T_PULLBACK,SHORT,BREAK,BID,CONTINUED_SELL,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,209,0.0,-316.42209199105616,-321.82209199105614,-0.39976493301435406,1.6555023923444976,1.9521531100478469,0,209,0,0,0
S16_VWAP_ORB_OPP_BE12p1_T10m,CONFIRM_6T_PULLBACK,SHORT,BREAK,BID,BUY_TO_SELL_FLIP,BELOW_OR_LOW,PM_DRIFT,NORMAL_VOL,MID_SESSION_RANGE,144,0.0,-397.8122812899989,-403.2122812899989,-0.3781060972222222,1.7013888888888888,1.2222222222222223,0,144,0,0,0
S20_VWAP_ONLY_BE16p2_T10m,CONFIRM_6T_PULLBACK,SHORT,BREAK,BID,BUY_TO_SELL_FLIP,BELOW_OR_LOW,PM_DRIFT,NORMAL_VOL,MID_SESSION_RANGE,144,0.0,-397.8122812899989,-403.2122812899989,-0.3781060972222222,1.7013888888888888,1.2222222222222223,0,144,0,0,0
S20_VWAP_ORB_OPP_BE16p2_T10m,CONFIRM_6T_PULLBACK,SHORT,BREAK,BID,BUY_TO_SELL_FLIP,BELOW_OR_LOW,PM_DRIFT,NORMAL_VOL,MID_SESSION_RANGE,144,0.0,-397.8122812899989,-403.2122812899989,-0.3781060972222222,1.7013888888888888,1.2222222222222223,0,144,0,0,0
S24_VWAP_ORB_NOOPP_BE20p4_T15m,CONFIRM_6T_PULLBACK,SHORT,BREAK,BID,BUY_TO_SELL_FLIP,BELOW_OR_LOW,PM_DRIFT,NORMAL_VOL,MID_SESSION_RANGE,144,0.0,-397.8122812899989,-403.2122812899989,-0.3781060972222222,1.7013888888888888,1.2222222222222223,0,144,0,0,0
S16_VWAP_ORB_OPP_BE12p1_T10m,CONFIRM_6T_PULLBACK,SHORT,REJECTION,ASK,BUY_TO_SELL_FLIP,BELOW_OR_LOW,PM_DRIFT,NORMAL_VOL,MID_SESSION_RANGE,156,0.0,-398.013317257834,-403.41331725783397,-0.4045638141025641,1.6794871794871795,0.782051282051282,0,156,0,0,0
S20_VWAP_ONLY_BE16p2_T10m,CONFIRM_6T_PULLBACK,SHORT,REJECTION,ASK,BUY_TO_SELL_FLIP,BELOW_OR_LOW,PM_DRIFT,NORMAL_VOL,MID_SESSION_RANGE,156,0.0,-398.013317257834,-403.41331725783397,-0.4045638141025641,1.6794871794871795,0.782051282051282,0,156,0,0,0
S20_VWAP_ORB_OPP_BE16p2_T10m,CONFIRM_6T_PULLBACK,SHORT,REJECTION,ASK,BUY_TO_SELL_FLIP,BELOW_OR_LOW,PM_DRIFT,NORMAL_VOL,MID_SESSION_RANGE,156,0.0,-398.013317257834,-403.41331725783397,-0.4045638141025641,1.6794871794871795,0.782051282051282,0,156,0,0,0
S24_VWAP_ORB_NOOPP_BE20p4_T15m,CONFIRM_6T_PULLBACK,SHORT,REJECTION,ASK,BUY_TO_SELL_FLIP,BELOW_OR_LOW,PM_DRIFT,NORMAL_VOL,MID_SESSION_RANGE,156,0.0,-398.013317257834,-403.41331725783397,-0.4045638141025641,1.6794871794871795,0.782051282051282,0,156,0,0,0
S16_VWAP_ORB_OPP_BE12p1_T10m,CONFIRM_8T_PULLBACK,SHORT,REJECTION,ASK,BUY_TO_SELL_FLIP,BELOW_OR_LOW,PM_DRIFT,NORMAL_VOL,MID_SESSION_RANGE,146,0.0,-399.777424653229,-405.1774246532289,-0.3486967328767123,1.9794520547945205,0.9794520547945206,0,146,0,0,0
S20_VWAP_ONLY_BE16p2_T10m,CONFIRM_8T_PULLBACK,SHORT,REJECTION,ASK,BUY_TO_SELL_FLIP,BELOW_OR_LOW,PM_DRIFT,NORMAL_VOL,MID_SESSION_RANGE,146,0.0,-399.777424653229,-405.1774246532289,-0.3486967328767123,1.9794520547945205,0.9794520547945206,0,146,0,0,0
S20_VWAP_ORB_OPP_BE16p2_T10m,CONFIRM_8T_PULLBACK,SHORT,REJECTION,ASK,BUY_TO_SELL_FLIP,BELOW_OR_LOW,PM_DRIFT,NORMAL_VOL,MID_SESSION_RANGE,146,0.0,-399.777424653229,-405.1774246532289,-0.3486967328767123,1.9794520547945205,0.9794520547945206,0,146,0,0,0
S24_VWAP_ORB_NOOPP_BE20p4_T15m,CONFIRM_8T_PULLBACK,SHORT,REJECTION,ASK,BUY_TO_SELL_FLIP,BELOW_OR_LOW,PM_DRIFT,NORMAL_VOL,MID_SESSION_RANGE,146,0.0,-399.777424653229,-405.1774246532289,-0.3486967328767123,1.9794520547945205,0.9794520547945206,0,146,0,0,0
S16_VWAP_ORB_OPP_BE12p1_T10m,CONFIRM_8T_PULLBACK,SHORT,BREAK,BID,BUY_TO_SELL_FLIP,BELOW_OR_LOW,PM_DRIFT,NORMAL_VOL,MID_SESSION_RANGE,142,0.0,-400.22757806967417,-405.62757806967414,-0.37733804225352113,1.9366197183098592,1.647887323943662,0,142,0,0,0
S20_VWAP_ONLY_BE16p2_T10m,CONFIRM_8T_PULLBACK,SHORT,BREAK,BID,BUY_TO_SELL_FLIP,BELOW_OR_LOW,PM_DRIFT,NORMAL_VOL,MID_SESSION_RANGE,142,0.0,-400.22757806967417,-405.62757806967414,-0.37733804225352113,1.9366197183098592,1.647887323943662,0,142,0,0,0
S20_VWAP_ORB_OPP_BE16p2_T10m,CONFIRM_8T_PULLBACK,SHORT,BREAK,BID,BUY_TO_SELL_FLIP,BELOW_OR_LOW,PM_DRIFT,NORMAL_VOL,MID_SESSION_RANGE,142,0.0,-400.22757806967417,-405.62757806967414,-0.37733804225352113,1.9366197183098592,1.647887323943662,0,142,0,0,0
S24_VWAP_ORB_NOOPP_BE20p4_T15m,CONFIRM_8T_PULLBACK,SHORT,BREAK,BID,BUY_TO_SELL_FLIP,BELOW_OR_LOW,PM_DRIFT,NORMAL_VOL,MID_SESSION_RANGE,142,0.0,-400.22757806967417,-405.62757806967414,-0.37733804225352113,1.9366197183098592,1.647887323943662,0,142,0,0,0
S16_VWAP_ORB_OPP_BE12p1_T10m,CONFIRM_6T_PULLBACK,SHORT,REJECTION,ASK,CONTINUED_SELL,BELOW_OR_LOW,PM_DRIFT,NORMAL_VOL,MID_SESSION_RANGE,195,0.0,-407.70790733121163,-413.1079073312116,-0.369462558974359,1.8871794871794871,0.6717948717948717,0,195,0,0,0
S20_VWAP_ONLY_BE16p2_T10m,CONFIRM_6T_PULLBACK,SHORT,REJECTION,ASK,CONTINUED_SELL,BELOW_OR_LOW,PM_DRIFT,NORMAL_VOL,MID_SESSION_RANGE,195,0.0,-407.70790733121163,-413.1079073312116,-0.369462558974359,1.8871794871794871,0.6717948717948717,0,195,0,0,0
S20_VWAP_ORB_OPP_BE16p2_T10m,CONFIRM_6T_PULLBACK,SHORT,REJECTION,ASK,CONTINUED_SELL,BELOW_OR_LOW,PM_DRIFT,NORMAL_VOL,MID_SESSION_RANGE,195,0.0,-407.70790733121163,-413.1079073312116,-0.369462558974359,1.8871794871794871,0.6717948717948717,0,195,0,0,0
S24_VWAP_ORB_NOOPP_BE20p4_T15m,CONFIRM_6T_PULLBACK,SHORT,REJECTION,ASK,CONTINUED_SELL,BELOW_OR_LOW,PM_DRIFT,NORMAL_VOL,MID_SESSION_RANGE,195,0.0,-407.70790733121163,-413.1079073312116,-0.369462558974359,1.8871794871794871,0.6717948717948717,0,195,0,0,0
S16_VWAP_ORB_OPP_BE12p1_T10m,CONFIRM_6T_PULLBACK,SHORT,BREAK,BID,CONTINUED_SELL,BELOW_OR_LOW,PM_DRIFT,NORMAL_VOL,MID_SESSION_RANGE,200,0.0,-410.32081823399204,-415.720818233992,-0.35159309,1.61,0.955,0,200,0,0,0
S20_VWAP_ONLY_BE16p2_T10m,CONFIRM_6T_PULLBACK,SHORT,BREAK,BID,CONTINUED_SELL,BELOW_OR_LOW,PM_DRIFT,NORMAL_VOL,MID_SESSION_RANGE,200,0.0,-410.32081823399204,-415.720818233992,-0.35159309,1.61,0.955,0,200,0,0,0
S20_VWAP_ORB_OPP_BE16p2_T10m,CONFIRM_6T_PULLBACK,SHORT,BREAK,BID,CONTINUED_SELL,BELOW_OR_LOW,PM_DRIFT,NORMAL_VOL,MID_SESSION_RANGE,200,0.0,-410.32081823399204,-415.720818233992,-0.35159309,1.61,0.955,0,200,0,0,0
S24_VWAP_ORB_NOOPP_BE20p4_T15m,CONFIRM_6T_PULLBACK,SHORT,BREAK,BID,CONTINUED_SELL,BELOW_OR_LOW,PM_DRIFT,NORMAL_VOL,MID_SESSION_RANGE,200,0.0,-410.32081823399204,-415.720818233992,-0.35159309,1.61,0.955,0,200,0,0,0
S16_VWAP_ORB_OPP_BE12p1_T10m,CONFIRM_8T_PULLBACK,SHORT,REJECTION,ASK,CONTINUED_SELL,BELOW_OR_LOW,PM_DRIFT,NORMAL_VOL,MID_SESSION_RANGE,189,0.0,-410.5039934734218,-415.90399347342174,-0.31048367724867726,2.2222222222222223,0.656084656084656,0,189,0,0,0
S20_VWAP_ONLY_BE16p2_T10m,CONFIRM_8T_PULLBACK,SHORT,REJECTION,ASK,CONTINUED_SELL,BELOW_OR_LOW,PM_DRIFT,NORMAL_VOL,MID_SESSION_RANGE,189,0.0,-410.5039934734218,-415.90399347342174,-0.31048367724867726,2.2222222222222223,0.656084656084656,0,189,0,0,0
S20_VWAP_ORB_OPP_BE16p2_T10m,CONFIRM_8T_PULLBACK,SHORT,REJECTION,ASK,CONTINUED_SELL,BELOW_OR_LOW,PM_DRIFT,NORMAL_VOL,MID_SESSION_RANGE,189,0.0,-410.5039934734218,-415.90399347342174,-0.31048367724867726,2.2222222222222223,0.656084656084656,0,189,0,0,0
S24_VWAP_ORB_NOOPP_BE20p4_T15m,CONFIRM_8T_PULLBACK,SHORT,REJECTION,ASK,CONTINUED_SELL,BELOW_OR_LOW,PM_DRIFT,NORMAL_VOL,MID_SESSION_RANGE,189,0.0,-410.5039934734218,-415.90399347342174,-0.31048367724867726,2.2222222222222223,0.656084656084656,0,189,0,0,0
S16_VWAP_ORB_OPP_BE12p1_T10m,CONFIRM_8T_PULLBACK,SHORT,BREAK,BID,CONTINUED_SELL,BELOW_OR_LOW,PM_DRIFT,NORMAL_VOL,MID_SESSION_RANGE,191,0.0,-412.65166385406985,-418.05166385406983,-0.33652639267015705,2.089005235602094,1.0890052356020943,0,191,0,0,0
S20_VWAP_ONLY_BE16p2_T10m,CONFIRM_8T_PULLBACK,SHORT,BREAK,BID,CONTINUED_SELL,BELOW_OR_LOW,PM_DRIFT,NORMAL_VOL,MID_SESSION_RANGE,191,0.0,-412.65166385406985,-418.05166385406983,-0.33652639267015705,2.089005235602094,1.0890052356020943,0,191,0,0,0
S20_VWAP_ORB_OPP_BE16p2_T10m,CONFIRM_8T_PULLBACK,SHORT,BREAK,BID,CONTINUED_SELL,BELOW_OR_LOW,PM_DRIFT,NORMAL_VOL,MID_SESSION_RANGE,191,0.0,-412.65166385406985,-418.05166385406983,-0.33652639267015705,2.089005235602094,1.0890052356020943,0,191,0,0,0
S24_VWAP_ORB_NOOPP_BE20p4_T15m,CONFIRM_8T_PULLBACK,SHORT,BREAK,BID,CONTINUED_SELL,BELOW_OR_LOW,PM_DRIFT,NORMAL_VOL,MID_SESSION_RANGE,191,0.0,-412.65166385406985,-418.05166385406983,-0.33652639267015705,2.089005235602094,1.0890052356020943,0,191,0,0,0
