entry_time,exit_time,direction,regime,entry_price,exit_price,pnl,bars_held,reason,exit_reason
2025-10-17 11:27:15,2025-10-17 11:27:17,long,choppy,24706.75,24709.25,20.0,2,choppy_breakout_bid@24700.00,profit_target
2025-10-17 11:27:25,2025-10-17 11:27:34,long,choppy,24705.25,24707.75,20.0,9,choppy_breakout_bid@24700.00,profit_target
2025-10-17 11:28:05,2025-10-17 11:28:10,long,choppy,24701.5,24700.25,-10.0,5,choppy_breakout_bid@24700.00,stop_loss
2025-10-17 11:28:20,2025-10-17 11:28:30,long,choppy,24695.5,24698.0,20.0,10,choppy_breakout_bid@24700.00,profit_target
2025-10-17 11:30:25,2025-10-17 11:30:26,long,choppy,24698.75,24701.25,20.0,1,choppy_breakout_bid@24700.00,profit_target
2025-10-17 11:31:25,2025-10-17 11:31:26,long,choppy,24691.75,24690.5,-10.0,1,choppy_breakout_bid@24700.00,stop_loss
2025-10-17 11:31:30,2025-10-17 11:31:32,long,choppy,24684.0,24682.75,-10.0,2,choppy_breakout_bid@24680.00,stop_loss
2025-10-17 11:32:00,2025-10-17 11:32:01,long,choppy,24676.25,24675.0,-10.0,1,choppy_breakout_bid@24680.00,stop_loss
2025-10-17 11:32:05,2025-10-17 11:32:09,long,choppy,24678.5,24681.0,20.0,4,choppy_breakout_bid@24680.00,profit_target
2025-10-17 11:32:10,2025-10-17 11:32:16,long,choppy,24684.5,24683.25,-10.0,6,choppy_breakout_bid@24680.00,stop_loss
2025-10-17 11:33:00,2025-10-17 11:33:04,long,choppy,24696.25,24695.0,-10.0,4,choppy_breakout_bid@24700.00,stop_loss
2025-10-17 11:33:15,2025-10-17 11:33:18,long,choppy,24692.0,24690.75,-10.0,3,choppy_breakout_bid@24700.00,stop_loss
2025-10-17 11:33:35,2025-10-17 11:33:42,long,choppy,24687.75,24686.5,-10.0,7,choppy_breakout_bid@24700.00,stop_loss
2025-10-17 11:34:25,2025-10-17 11:34:31,long,choppy,24689.75,24688.5,-10.0,6,choppy_breakout_bid@24700.00,stop_loss
2025-10-17 11:35:45,2025-10-17 11:35:48,long,choppy,24689.75,24688.5,-10.0,3,choppy_breakout_bid@24700.00,stop_loss
2025-10-17 11:35:55,2025-10-17 11:35:59,long,choppy,24687.25,24686.0,-10.0,4,choppy_breakout_bid@24698.00,stop_loss
2025-10-17 11:36:00,2025-10-17 11:36:03,long,choppy,24685.5,24688.0,20.0,3,choppy_breakout_bid@24690.00,profit_target
2025-10-17 11:36:15,2025-10-17 11:36:17,long,choppy,24698.0,24696.75,-10.0,2,choppy_breakout_bid@24702.25,stop_loss
2025-10-17 11:36:20,2025-10-17 11:36:22,long,choppy,24695.75,24698.25,20.0,2,choppy_breakout_bid@24702.25,profit_target
2025-10-17 11:36:35,2025-10-17 11:36:38,short,choppy,24692.25,24693.5,-10.0,3,choppy_breakout_ask@24690.00,stop_loss
2025-10-17 11:36:55,2025-10-17 11:36:56,short,choppy,24709.0,24710.25,-10.0,1,choppy_breakout_ask@24697.25,stop_loss
2025-10-17 11:37:00,2025-10-17 11:37:04,short,choppy,24706.5,24704.0,20.0,4,choppy_breakout_ask@24697.25,profit_target
2025-10-17 11:37:05,2025-10-17 11:37:06,short,choppy,24702.5,24703.75,-10.0,1,choppy_breakout_ask@24690.00,stop_loss
2025-10-17 11:37:15,2025-10-17 11:37:24,long,choppy,24704.75,24707.25,20.0,9,choppy_breakout_bid@24692.25,profit_target
2025-10-17 11:37:25,2025-10-17 11:37:27,short,choppy,24708.5,24709.75,-10.0,2,choppy_breakout_ask@24700.00,stop_loss
2025-10-17 11:37:40,2025-10-17 11:37:50,short,choppy,24710.0,24711.25,-10.0,10,choppy_breakout_ask@24710.75,stop_loss
2025-10-17 11:38:00,2025-10-17 11:38:01,short,choppy,24706.0,24707.25,-10.0,1,choppy_breakout_ask@24710.75,stop_loss
2025-10-17 11:38:10,2025-10-17 11:38:13,long,choppy,24712.25,24711.0,-10.0,3,choppy_breakout_bid@24703.00,stop_loss
2025-10-17 11:38:20,2025-10-17 11:38:23,long,choppy,24709.5,24712.0,20.0,3,choppy_breakout_bid@24703.00,profit_target
2025-10-17 11:38:55,2025-10-17 11:39:12,short,choppy,24707.5,24705.0,20.0,17,choppy_breakout_ask@24709.25,profit_target
2025-10-17 11:39:15,2025-10-17 11:39:17,short,choppy,24702.5,24700.0,20.0,2,choppy_breakout_ask@24709.25,profit_target
2025-10-17 11:39:20,2025-10-17 11:39:23,short,choppy,24701.25,24702.5,-10.0,3,choppy_breakout_ask@24709.25,stop_loss
2025-10-17 11:40:25,2025-10-17 11:40:30,long,choppy,24708.5,24707.25,-10.0,5,choppy_breakout_bid@24700.00,stop_loss
2025-10-17 11:40:50,2025-10-17 11:40:56,long,choppy,24705.75,24704.5,-10.0,6,choppy_breakout_bid@24700.00,stop_loss
2025-10-17 11:41:10,2025-10-17 11:41:17,long,choppy,24705.5,24704.25,-10.0,7,choppy_breakout_bid@24700.00,stop_loss
2025-10-17 11:41:55,2025-10-17 11:41:56,long,choppy,24710.75,24709.5,-10.0,1,choppy_breakout_bid@24700.00,stop_loss
2025-10-17 11:42:45,2025-10-17 11:42:51,long,choppy,24714.75,24717.25,20.0,6,choppy_breakout_bid@24706.00,profit_target
2025-10-17 11:43:05,2025-10-17 11:43:10,long,choppy,24721.0,24719.75,-10.0,5,choppy_breakout_bid@24709.00,stop_loss
2025-10-17 11:43:20,2025-10-17 11:43:26,long,choppy,24720.0,24718.75,-10.0,6,choppy_breakout_bid@24707.50,stop_loss
2025-10-17 11:44:50,2025-10-17 11:44:52,long,choppy,24718.25,24717.0,-10.0,2,choppy_breakout_bid@24716.75,stop_loss
2025-10-17 11:45:00,2025-10-17 11:45:02,long,choppy,24707.5,24706.25,-10.0,2,choppy_breakout_bid@24716.75,stop_loss
2025-10-17 11:45:15,2025-10-17 11:45:17,long,choppy,24702.75,24701.5,-10.0,2,choppy_breakout_bid@24710.00,stop_loss
2025-10-17 11:45:40,2025-10-17 11:45:43,long,choppy,24706.5,24705.25,-10.0,3,choppy_breakout_bid@24710.00,stop_loss
2025-10-17 11:46:00,2025-10-17 11:46:07,long,choppy,24702.25,24701.0,-10.0,7,choppy_breakout_bid@24710.00,stop_loss
2025-10-17 11:47:10,2025-10-17 11:47:11,long,choppy,24696.75,24699.25,20.0,1,choppy_breakout_bid@24700.00,profit_target
2025-10-17 11:47:35,2025-10-17 11:47:43,long,choppy,24706.5,24709.0,20.0,8,choppy_breakout_bid@24716.75,profit_target
2025-10-17 11:50:25,2025-10-17 11:50:27,long,choppy,24711.75,24710.5,-10.0,2,choppy_breakout_bid@24700.00,stop_loss
2025-10-17 11:50:30,2025-10-17 11:50:42,long,choppy,24709.25,24711.75,20.0,12,choppy_breakout_bid@24700.00,profit_target
2025-10-17 11:51:45,2025-10-17 11:51:47,long,choppy,24705.25,24704.0,-10.0,2,choppy_breakout_bid@24700.00,stop_loss
2025-10-17 11:51:50,2025-10-17 11:51:57,long,choppy,24704.0,24702.75,-10.0,7,choppy_breakout_bid@24700.00,stop_loss
2025-10-17 11:54:55,2025-10-17 11:54:59,long,choppy,24689.75,24692.25,20.0,4,choppy_breakout_bid@24700.00,profit_target
2025-10-17 11:55:55,2025-10-17 11:55:56,long,choppy,24711.0,24713.5,20.0,1,choppy_breakout_bid@24700.00,profit_target
2025-10-17 12:22:45,2025-10-17 12:23:01,long,choppy,24791.75,24794.25,20.0,16,choppy_breakout_bid@24800.00,profit_target
2025-10-17 12:38:40,2025-10-17 12:38:42,long,choppy,24789.5,24792.0,20.0,2,choppy_breakout_bid@24800.00,profit_target
2025-10-17 12:49:10,2025-10-17 12:49:11,long,choppy,24754.0,24756.5,20.0,1,choppy_breakout_bid@24758.50,profit_target
2025-10-17 12:49:35,2025-10-17 12:49:47,long,choppy,24755.0,24757.5,20.0,12,choppy_breakout_bid@24758.50,profit_target
2025-10-17 13:01:20,2025-10-17 13:01:21,long,choppy,24742.75,24741.5,-10.0,1,choppy_breakout_bid@24750.00,stop_loss
2025-10-17 13:01:25,2025-10-17 13:01:27,long,choppy,24743.0,24741.75,-10.0,2,choppy_breakout_bid@24750.00,stop_loss
2025-10-17 13:05:50,2025-10-17 13:05:56,long,choppy,24738.0,24740.5,20.0,6,choppy_breakout_bid@24750.00,profit_target
2025-10-17 13:08:10,2025-10-17 13:08:29,long,choppy,24756.0,24754.75,-10.0,19,choppy_breakout_bid@24750.00,stop_loss
2025-10-17 13:08:30,2025-10-17 13:08:33,long,choppy,24755.0,24757.5,20.0,3,choppy_breakout_bid@24750.00,profit_target
2025-10-17 13:11:20,2025-10-17 13:11:26,long,choppy,24768.5,24767.25,-10.0,6,choppy_breakout_bid@24780.00,stop_loss
2025-10-17 13:13:45,2025-10-17 13:14:03,long,choppy,24758.25,24757.0,-10.0,18,choppy_breakout_bid@24750.00,stop_loss
2025-10-17 13:15:15,2025-10-17 13:15:16,long,choppy,24737.5,24736.25,-10.0,1,choppy_breakout_bid@24750.00,stop_loss
2025-10-17 13:17:20,2025-10-17 13:17:24,long,choppy,24742.25,24744.75,20.0,4,choppy_breakout_bid@24750.00,profit_target
2025-10-17 13:17:30,2025-10-17 13:17:34,long,choppy,24743.0,24741.75,-10.0,4,choppy_breakout_bid@24750.00,stop_loss
2025-10-17 13:21:40,2025-10-17 13:21:43,long,choppy,24750.25,24749.0,-10.0,3,choppy_breakout_bid@24750.00,stop_loss
2025-10-17 13:21:45,2025-10-17 13:21:56,long,choppy,24746.0,24744.75,-10.0,11,choppy_breakout_bid@24750.00,stop_loss
2025-10-17 13:22:00,2025-10-17 13:22:04,long,choppy,24743.75,24746.25,20.0,4,choppy_breakout_bid@24750.00,profit_target
2025-10-17 13:24:10,2025-10-17 13:24:20,long,choppy,24751.75,24750.5,-10.0,10,choppy_breakout_bid@24750.00,stop_loss
2025-10-17 13:24:35,2025-10-17 13:24:40,long,choppy,24753.0,24755.5,20.0,5,choppy_breakout_bid@24750.00,profit_target
2025-10-17 13:24:50,2025-10-17 13:25:00,long,choppy,24759.25,24758.0,-10.0,10,choppy_breakout_bid@24750.00,stop_loss
2025-10-17 13:25:15,2025-10-17 13:25:17,long,choppy,24753.25,24752.0,-10.0,2,choppy_breakout_bid@24750.00,stop_loss
2025-10-17 13:25:20,2025-10-17 13:25:23,long,choppy,24750.5,24749.25,-10.0,3,choppy_breakout_bid@24750.00,stop_loss
2025-10-17 13:25:55,2025-10-17 13:25:59,long,choppy,24743.25,24745.75,20.0,4,choppy_breakout_bid@24750.00,profit_target
2025-10-17 13:32:20,2025-10-17 13:32:22,long,choppy,24747.5,24750.0,20.0,2,choppy_breakout_bid@24750.00,profit_target
2025-10-17 13:32:25,2025-10-17 13:32:27,long,choppy,24747.5,24750.0,20.0,2,choppy_breakout_bid@24750.00,profit_target
2025-10-17 13:34:35,2025-10-17 13:34:37,long,choppy,24789.25,24788.0,-10.0,2,choppy_breakout_bid@24800.00,stop_loss
2025-10-17 13:35:30,2025-10-17 13:35:32,long,choppy,24792.5,24795.0,20.0,2,choppy_breakout_bid@24800.00,profit_target
2025-10-17 13:35:40,2025-10-17 13:35:42,long,choppy,24799.0,24797.75,-10.0,2,choppy_breakout_bid@24800.00,stop_loss
2025-10-17 13:35:45,2025-10-17 13:35:46,long,choppy,24788.0,24790.5,20.0,1,choppy_breakout_bid@24800.00,profit_target
2025-10-17 13:38:00,2025-10-17 13:38:01,long,choppy,24809.25,24811.75,20.0,1,choppy_breakout_bid@24800.00,profit_target
2025-10-17 13:38:05,2025-10-17 13:38:07,long,choppy,24812.25,24814.75,20.0,2,choppy_breakout_bid@24800.00,profit_target
2025-10-17 13:40:00,2025-10-17 13:40:01,long,choppy,24737.5,24736.25,-10.0,1,choppy_breakout_bid@24750.00,stop_loss
2025-10-17 13:43:55,2025-10-17 13:43:57,long,choppy,24696.0,24694.75,-10.0,2,choppy_breakout_bid@24700.00,stop_loss
2025-10-17 13:44:05,2025-10-17 13:44:06,long,choppy,24698.25,24697.0,-10.0,1,choppy_breakout_bid@24700.00,stop_loss
2025-10-17 13:45:35,2025-10-17 13:45:38,long,choppy,24694.25,24693.0,-10.0,3,choppy_breakout_bid@24700.00,stop_loss
2025-10-17 13:47:30,2025-10-17 13:47:31,long,choppy,24705.5,24708.0,20.0,1,choppy_breakout_bid@24700.00,profit_target
2025-10-17 13:47:35,2025-10-17 13:47:36,long,choppy,24707.25,24706.0,-10.0,1,choppy_breakout_bid@24700.00,stop_loss
2025-10-17 13:51:20,2025-10-17 13:51:22,long,choppy,24802.25,24801.0,-10.0,2,choppy_breakout_bid@24800.00,stop_loss
2025-10-17 13:52:35,2025-10-17 13:52:36,long,choppy,24802.5,24801.25,-10.0,1,choppy_breakout_bid@24800.00,stop_loss
2025-10-17 13:52:40,2025-10-17 13:52:45,long,choppy,24801.0,24803.5,20.0,5,choppy_breakout_bid@24800.00,profit_target
2025-10-17 13:52:55,2025-10-17 13:52:56,long,choppy,24814.5,24817.0,20.0,1,choppy_breakout_bid@24825.00,profit_target
2025-10-17 13:53:25,2025-10-17 13:53:28,long,choppy,24809.25,24811.75,20.0,3,choppy_breakout_bid@24800.00,profit_target
2025-10-17 13:53:35,2025-10-17 13:53:37,long,choppy,24835.25,24837.75,20.0,2,choppy_breakout_bid@24837.25,profit_target
2025-10-17 13:54:40,2025-10-17 13:54:43,long,choppy,24853.25,24855.75,20.0,3,choppy_breakout_bid@24859.50,profit_target
2025-10-17 13:54:45,2025-10-17 13:54:52,long,choppy,24855.0,24853.75,-10.0,7,choppy_breakout_bid@24859.50,stop_loss
2025-10-17 13:55:55,2025-10-17 13:55:57,long,choppy,24868.25,24867.0,-10.0,2,choppy_breakout_bid@24868.00,stop_loss
2025-10-17 13:56:00,2025-10-17 13:56:04,long,choppy,24866.25,24868.75,20.0,4,choppy_breakout_bid@24868.00,profit_target
2025-10-17 13:56:15,2025-10-17 13:56:16,long,choppy,24863.5,24862.25,-10.0,1,choppy_breakout_bid@24861.25,stop_loss
2025-10-17 13:56:20,2025-10-17 13:56:21,long,choppy,24867.5,24870.0,20.0,1,choppy_breakout_bid@24861.25,profit_target
2025-10-17 13:56:35,2025-10-17 13:56:38,long,choppy,24880.5,24883.0,20.0,3,choppy_breakout_bid@24890.00,profit_target
2025-10-17 13:58:50,2025-10-17 13:58:51,long,choppy,24838.25,24840.75,20.0,1,choppy_breakout_bid@24849.25,profit_target
2025-10-17 14:01:15,2025-10-17 14:01:16,long,choppy,24798.25,24797.0,-10.0,1,choppy_breakout_bid@24800.00,stop_loss
2025-10-17 14:01:25,2025-10-17 14:01:26,long,choppy,24792.5,24795.0,20.0,1,choppy_breakout_bid@24800.00,profit_target
2025-10-17 14:01:35,2025-10-17 14:01:36,long,choppy,24796.25,24798.75,20.0,1,choppy_breakout_bid@24800.00,profit_target
2025-10-17 14:04:40,2025-10-17 14:04:41,long,choppy,24876.25,24875.0,-10.0,1,choppy_breakout_bid@24870.00,stop_loss
2025-10-17 14:05:15,2025-10-17 14:05:16,long,choppy,24864.75,24863.5,-10.0,1,choppy_breakout_bid@24870.00,stop_loss
2025-10-17 14:06:35,2025-10-17 14:06:36,long,choppy,24870.75,24869.5,-10.0,1,choppy_breakout_bid@24882.25,stop_loss
2025-10-17 14:13:10,2025-10-17 14:13:11,long,choppy,24890.25,24892.75,20.0,1,choppy_breakout_bid@24900.00,profit_target
2025-10-17 14:13:25,2025-10-17 14:13:29,long,choppy,24912.0,24914.5,20.0,4,choppy_breakout_bid@24900.00,profit_target
2025-10-17 14:14:30,2025-10-17 14:14:33,long,choppy,24935.5,24934.25,-10.0,3,choppy_breakout_bid@24944.50,stop_loss
2025-10-17 14:15:55,2025-10-17 14:15:58,long,choppy,24955.75,24958.25,20.0,3,choppy_breakout_bid@24954.75,profit_target
2025-10-17 14:16:00,2025-10-17 14:16:04,long,choppy,24954.25,24953.0,-10.0,4,choppy_breakout_bid@24954.75,stop_loss
2025-10-17 14:17:25,2025-10-17 14:17:26,long,choppy,24921.5,24920.25,-10.0,1,choppy_breakout_bid@24909.50,stop_loss
2025-10-17 14:17:45,2025-10-17 14:17:46,long,choppy,24915.75,24914.5,-10.0,1,choppy_breakout_bid@24904.50,stop_loss
2025-10-17 14:18:00,2025-10-17 14:18:02,long,choppy,24903.25,24905.75,20.0,2,choppy_breakout_bid@24904.50,profit_target
2025-10-17 14:18:25,2025-10-17 14:18:29,long,choppy,24900.75,24903.25,20.0,4,choppy_breakout_bid@24904.50,profit_target
2025-10-17 14:24:15,2025-10-17 14:24:17,long,choppy,24899.5,24902.0,20.0,2,choppy_breakout_bid@24900.00,profit_target
2025-10-17 14:25:30,2025-10-17 14:25:31,long,choppy,24926.75,24925.5,-10.0,1,choppy_breakout_bid@24932.75,stop_loss
2025-10-17 14:25:35,2025-10-17 14:25:38,long,choppy,24917.5,24916.25,-10.0,3,choppy_breakout_bid@24930.00,stop_loss
2025-10-17 14:40:45,2025-10-17 14:40:46,long,choppy,24796.25,24798.75,20.0,1,choppy_breakout_bid@24800.00,profit_target
2025-10-17 14:41:25,2025-10-17 14:41:29,long,choppy,24788.0,24786.75,-10.0,4,choppy_breakout_bid@24800.00,stop_loss
2025-10-17 14:41:30,2025-10-17 14:41:33,long,choppy,24789.5,24792.0,20.0,3,choppy_breakout_bid@24800.00,profit_target
2025-10-17 14:59:35,2025-10-17 14:59:36,long,choppy,24762.5,24765.0,20.0,1,choppy_breakout_bid@24750.00,profit_target
2025-10-17 15:11:25,2025-10-17 15:11:26,long,choppy,24805.0,24803.75,-10.0,1,choppy_breakout_bid@24800.00,stop_loss
2025-10-17 15:11:30,2025-10-17 15:11:31,long,choppy,24806.5,24805.25,-10.0,1,choppy_breakout_bid@24800.00,stop_loss
2025-10-17 15:12:00,2025-10-17 15:12:03,long,choppy,24795.5,24794.25,-10.0,3,choppy_breakout_bid@24800.00,stop_loss
2025-10-17 15:15:45,2025-10-17 15:15:48,long,choppy,24747.5,24746.25,-10.0,3,choppy_breakout_bid@24750.00,stop_loss
2025-10-17 15:16:00,2025-10-17 15:16:01,long,choppy,24743.5,24746.0,20.0,1,choppy_breakout_bid@24750.00,profit_target
2025-10-17 15:16:10,2025-10-17 15:16:11,long,choppy,24748.0,24746.75,-10.0,1,choppy_breakout_bid@24750.00,stop_loss
2025-10-17 15:21:15,2025-10-17 15:21:16,long,choppy,24740.0,24738.75,-10.0,1,choppy_breakout_bid@24750.00,stop_loss
2025-10-17 15:26:55,2025-10-17 15:26:57,long,choppy,24746.75,24749.25,20.0,2,choppy_breakout_bid@24750.00,profit_target
2025-10-17 15:27:00,2025-10-17 15:27:10,long,choppy,24754.25,24753.0,-10.0,10,choppy_breakout_bid@24750.00,stop_loss
2025-10-17 15:55:25,2025-10-17 15:55:29,long,choppy,24850.0,24852.5,20.0,4,choppy_breakout_bid@24850.00,profit_target
